item_id,name,rarity,type,appearance_date
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2017-12-19 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2017-12-19 00:00:00+00:00
CID_042_Athena_Commando_M_Cyberpunk,Circuit Breaker,rare,outfit,2017-12-19 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2017-12-19 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2017-12-20 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2017-12-20 00:00:00+00:00
CID_046_Athena_Commando_F_HolidaySweater,Nog Ops,uncommon,outfit,2017-12-20 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2017-12-20 00:00:00+00:00
Glider_ID_007_TurtleShell,Half Shell,rare,glider,2017-12-20 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2017-12-20 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2017-12-21 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2017-12-21 00:00:00+00:00
Pickaxe_ID_022_HolidayGiftWrap,You Shouldn't Have!,uncommon,pickaxe,2017-12-21 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2017-12-21 00:00:00+00:00
CID_046_Athena_Commando_F_HolidaySweater,Nog Ops,uncommon,outfit,2017-12-21 00:00:00+00:00
CID_042_Athena_Commando_M_Cyberpunk,Circuit Breaker,rare,outfit,2017-12-21 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2017-12-22 00:00:00+00:00
CID_046_Athena_Commando_F_HolidaySweater,Nog Ops,uncommon,outfit,2017-12-22 00:00:00+00:00
Glider_ID_011_JollyRoger,Jolly Roger,uncommon,glider,2017-12-22 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2017-12-22 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2017-12-22 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2017-12-22 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2017-12-23 00:00:00+00:00
CID_044_Athena_Commando_F_SciPop,Brite Bomber,rare,outfit,2017-12-23 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2017-12-23 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2017-12-23 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2017-12-23 00:00:00+00:00
CID_045_Athena_Commando_M_HolidaySweater,Yuletide Ranger,uncommon,outfit,2017-12-23 00:00:00+00:00
Glider_ID_011_JollyRoger,Jolly Roger,uncommon,glider,2017-12-24 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2017-12-24 00:00:00+00:00
CID_045_Athena_Commando_M_HolidaySweater,Yuletide Ranger,uncommon,outfit,2017-12-24 00:00:00+00:00
EID_Dab,Dab,rare,emote,2017-12-24 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2017-12-24 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2017-12-24 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2017-12-25 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2017-12-25 00:00:00+00:00
CID_040_Athena_Commando_M_District,Devastator,uncommon,outfit,2017-12-25 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2017-12-25 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2017-12-25 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2017-12-25 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2017-12-26 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2017-12-26 00:00:00+00:00
CID_041_Athena_Commando_F_District,Dominator,uncommon,outfit,2017-12-26 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2017-12-26 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2017-12-26 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2017-12-26 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2017-12-27 00:00:00+00:00
Glider_Voyager,Voyager,rare,glider,2017-12-27 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2017-12-27 00:00:00+00:00
EID_Dab,Dab,rare,emote,2017-12-27 00:00:00+00:00
CID_045_Athena_Commando_M_HolidaySweater,Yuletide Ranger,uncommon,outfit,2017-12-27 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2017-12-27 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2017-12-28 00:00:00+00:00
EID_Dab,Dab,rare,emote,2017-12-28 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2017-12-28 00:00:00+00:00
Glider_Voyager,Voyager,rare,glider,2017-12-28 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2017-12-28 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2017-12-28 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2017-12-29 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2017-12-29 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2017-12-29 00:00:00+00:00
EID_ElectroShuffle,Electro Shuffle,epic,emote,2017-12-29 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2017-12-29 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2017-12-29 00:00:00+00:00
Pickaxe_ID_022_HolidayGiftWrap,You Shouldn't Have!,uncommon,pickaxe,2017-12-30 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2017-12-30 00:00:00+00:00
Glider_Voyager,Voyager,rare,glider,2017-12-30 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2017-12-30 00:00:00+00:00
EID_FingerGuns,Finger Guns,uncommon,emote,2017-12-30 00:00:00+00:00
CID_045_Athena_Commando_M_HolidaySweater,Yuletide Ranger,uncommon,outfit,2017-12-30 00:00:00+00:00
HappyPickaxe,Lucky,uncommon,pickaxe,2017-12-31 00:00:00+00:00
EID_Dab,Dab,rare,emote,2017-12-31 00:00:00+00:00
Pickaxe_ID_022_HolidayGiftWrap,You Shouldn't Have!,uncommon,pickaxe,2017-12-31 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2017-12-31 00:00:00+00:00
CID_038_Athena_Commando_M_Disco,Funk Ops,epic,outfit,2017-12-31 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2017-12-31 00:00:00+00:00
CID_023_Athena_Commando_F,Munitions Expert,rare,outfit,2018-01-01 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2018-01-01 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2018-01-01 00:00:00+00:00
CID_038_Athena_Commando_M_Disco,Funk Ops,epic,outfit,2018-01-01 00:00:00+00:00
EID_FingerGuns,Finger Guns,uncommon,emote,2018-01-01 00:00:00+00:00
Glider_ID_007_TurtleShell,Half Shell,rare,glider,2018-01-01 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2018-01-02 00:00:00+00:00
Glider_Warthog,Mako,uncommon,glider,2018-01-02 00:00:00+00:00
Glider_ID_008_Graffiti,Zephyr,rare,glider,2018-01-02 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2018-01-02 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2018-01-02 00:00:00+00:00
CID_038_Athena_Commando_M_Disco,Funk Ops,epic,outfit,2018-01-02 00:00:00+00:00
CID_019_Athena_Commando_M,Infiltrator,rare,outfit,2018-01-03 00:00:00+00:00
EID_FingerGuns,Finger Guns,uncommon,emote,2018-01-03 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2018-01-03 00:00:00+00:00
CID_038_Athena_Commando_M_Disco,Funk Ops,epic,outfit,2018-01-03 00:00:00+00:00
CID_042_Athena_Commando_M_Cyberpunk,Circuit Breaker,rare,outfit,2018-01-03 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2018-01-03 00:00:00+00:00
EID_Flex,Gun Show,uncommon,emote,2018-01-04 00:00:00+00:00
CID_044_Athena_Commando_F_SciPop,Brite Bomber,rare,outfit,2018-01-04 00:00:00+00:00
CID_026_Athena_Commando_M,Desperado,rare,outfit,2018-01-04 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2018-01-04 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2018-01-04 00:00:00+00:00
CID_038_Athena_Commando_M_Disco,Funk Ops,epic,outfit,2018-01-04 00:00:00+00:00
EID_Flex,Gun Show,uncommon,emote,2018-01-05 00:00:00+00:00
CID_041_Athena_Commando_F_District,Dominator,uncommon,outfit,2018-01-05 00:00:00+00:00
CID_038_Athena_Commando_M_Disco,Funk Ops,epic,outfit,2018-01-05 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2018-01-05 00:00:00+00:00
CID_019_Athena_Commando_M,Infiltrator,rare,outfit,2018-01-05 00:00:00+00:00
CID_046_Athena_Commando_F_HolidaySweater,Nog Ops,uncommon,outfit,2018-01-05 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2018-01-06 00:00:00+00:00
CID_038_Athena_Commando_M_Disco,Funk Ops,epic,outfit,2018-01-06 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2018-01-06 00:00:00+00:00
CID_026_Athena_Commando_M,Desperado,rare,outfit,2018-01-06 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2018-01-06 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2018-01-06 00:00:00+00:00
CID_018_Athena_Commando_M,Recon Scout,rare,outfit,2018-01-07 00:00:00+00:00
Pickaxe_ID_020_Keg,Party Animal,slurp,pickaxe,2018-01-07 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2018-01-07 00:00:00+00:00
Glider_Voyager,Voyager,rare,glider,2018-01-07 00:00:00+00:00
EID_Dab,Dab,rare,emote,2018-01-07 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-07 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-08 00:00:00+00:00
CID_041_Athena_Commando_F_District,Dominator,uncommon,outfit,2018-01-08 00:00:00+00:00
Glider_ID_011_JollyRoger,Jolly Roger,uncommon,glider,2018-01-08 00:00:00+00:00
Pickaxe_ID_020_Keg,Party Animal,slurp,pickaxe,2018-01-08 00:00:00+00:00
Glider_FlowerPOwer,Petunia,uncommon,glider,2018-01-08 00:00:00+00:00
EID_Dab,Dab,rare,emote,2018-01-08 00:00:00+00:00
CID_042_Athena_Commando_M_Cyberpunk,Circuit Breaker,rare,outfit,2018-01-09 00:00:00+00:00
Glider_ID_011_JollyRoger,Jolly Roger,uncommon,glider,2018-01-09 00:00:00+00:00
Pickaxe_Flamingo,Pink Flamingo,epic,pickaxe,2018-01-09 00:00:00+00:00
EID_Flex,Gun Show,uncommon,emote,2018-01-09 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-09 00:00:00+00:00
Pickaxe_ID_020_Keg,Party Animal,slurp,pickaxe,2018-01-09 00:00:00+00:00
Glider_Voyager,Voyager,rare,glider,2018-01-10 00:00:00+00:00
EID_SlowClap,Slow Clap,uncommon,emote,2018-01-10 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-10 00:00:00+00:00
CID_012_Athena_Commando_M,Trooper,uncommon,outfit,2018-01-10 00:00:00+00:00
CID_041_Athena_Commando_F_District,Dominator,uncommon,outfit,2018-01-10 00:00:00+00:00
Pickaxe_ID_020_Keg,Party Animal,slurp,pickaxe,2018-01-10 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-11 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2018-01-11 00:00:00+00:00
Pickaxe_Flamingo,Pink Flamingo,epic,pickaxe,2018-01-11 00:00:00+00:00
Pickaxe_ID_020_Keg,Party Animal,slurp,pickaxe,2018-01-11 00:00:00+00:00
Glider_ID_007_TurtleShell,Half Shell,rare,glider,2018-01-11 00:00:00+00:00
EID_SlowClap,Slow Clap,uncommon,emote,2018-01-11 00:00:00+00:00
Pickaxe_ID_020_Keg,Party Animal,slurp,pickaxe,2018-01-12 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-12 00:00:00+00:00
CID_042_Athena_Commando_M_Cyberpunk,Circuit Breaker,rare,outfit,2018-01-12 00:00:00+00:00
Glider_ID_011_JollyRoger,Jolly Roger,uncommon,glider,2018-01-12 00:00:00+00:00
CID_018_Athena_Commando_M,Recon Scout,rare,outfit,2018-01-12 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2018-01-12 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2018-01-13 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2018-01-13 00:00:00+00:00
SkiIcePickaxe,Cliffhanger,rare,pickaxe,2018-01-13 00:00:00+00:00
Pickaxe_ID_020_Keg,Party Animal,slurp,pickaxe,2018-01-13 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-13 00:00:00+00:00
SickleBatPickaxe,Batsickle,rare,pickaxe,2018-01-13 00:00:00+00:00
EID_SlowClap,Slow Clap,uncommon,emote,2018-01-14 00:00:00+00:00
CID_031_Athena_Commando_M_Retro,Raptor,legendary,outfit,2018-01-14 00:00:00+00:00
Glider_ID_010_Storm,Cloud Strike,epic,glider,2018-01-14 00:00:00+00:00
Glider_ID_007_TurtleShell,Half Shell,rare,glider,2018-01-14 00:00:00+00:00
CID_023_Athena_Commando_F,Munitions Expert,rare,outfit,2018-01-14 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2018-01-14 00:00:00+00:00
Glider_Flames,Hot Rod,uncommon,glider,2018-01-15 00:00:00+00:00
Glider_ID_008_Graffiti,Zephyr,rare,glider,2018-01-15 00:00:00+00:00
EID_ElectroShuffle,Electro Shuffle,epic,emote,2018-01-15 00:00:00+00:00
Glider_ID_010_Storm,Cloud Strike,epic,glider,2018-01-15 00:00:00+00:00
Glider_ID_006_WinterCamo,Snow Squall,uncommon,glider,2018-01-15 00:00:00+00:00
CID_031_Athena_Commando_M_Retro,Raptor,legendary,outfit,2018-01-15 00:00:00+00:00
Glider_ID_010_Storm,Cloud Strike,epic,glider,2018-01-16 00:00:00+00:00
EID_ElectroShuffle,Electro Shuffle,epic,emote,2018-01-16 00:00:00+00:00
CID_031_Athena_Commando_M_Retro,Raptor,legendary,outfit,2018-01-16 00:00:00+00:00
Glider_ID_011_JollyRoger,Jolly Roger,uncommon,glider,2018-01-16 00:00:00+00:00
SickleBatPickaxe,Batsickle,rare,pickaxe,2018-01-16 00:00:00+00:00
Pickaxe_ID_014_WinterCamo,Ice Breaker,uncommon,pickaxe,2018-01-16 00:00:00+00:00
EID_ElectroShuffle,Electro Shuffle,epic,emote,2018-01-17 00:00:00+00:00
CID_024_Athena_Commando_F,Recon Specialist,rare,outfit,2018-01-17 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-17 00:00:00+00:00
CID_031_Athena_Commando_M_Retro,Raptor,legendary,outfit,2018-01-17 00:00:00+00:00
CID_023_Athena_Commando_F,Munitions Expert,rare,outfit,2018-01-17 00:00:00+00:00
Glider_ID_010_Storm,Cloud Strike,epic,glider,2018-01-17 00:00:00+00:00
CID_018_Athena_Commando_M,Recon Scout,rare,outfit,2018-01-18 00:00:00+00:00
CID_041_Athena_Commando_F_District,Dominator,uncommon,outfit,2018-01-18 00:00:00+00:00
Glider_ID_010_Storm,Cloud Strike,epic,glider,2018-01-18 00:00:00+00:00
CID_042_Athena_Commando_M_Cyberpunk,Circuit Breaker,rare,outfit,2018-01-18 00:00:00+00:00
CID_031_Athena_Commando_M_Retro,Raptor,legendary,outfit,2018-01-18 00:00:00+00:00
EID_Dab,Dab,rare,emote,2018-01-18 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2018-01-19 00:00:00+00:00
Glider_ID_010_Storm,Cloud Strike,epic,glider,2018-01-19 00:00:00+00:00
CID_037_Athena_Commando_F_WinterCamo,Arctic Assassin,rare,outfit,2018-01-19 00:00:00+00:00
CID_042_Athena_Commando_M_Cyberpunk,Circuit Breaker,rare,outfit,2018-01-19 00:00:00+00:00
CID_031_Athena_Commando_M_Retro,Raptor,legendary,outfit,2018-01-19 00:00:00+00:00
Glider_FlowerPOwer,Petunia,uncommon,glider,2018-01-19 00:00:00+00:00
Pickaxe_Deathvalley,Death Valley,epic,pickaxe,2018-01-20 00:00:00+00:00
EID_ElectroShuffle,Electro Shuffle,epic,emote,2018-01-20 00:00:00+00:00
Glider_ID_010_Storm,Cloud Strike,epic,glider,2018-01-20 00:00:00+00:00
CID_031_Athena_Commando_M_Retro,Raptor,legendary,outfit,2018-01-20 00:00:00+00:00
CID_044_Athena_Commando_F_SciPop,Brite Bomber,rare,outfit,2018-01-20 00:00:00+00:00
Glider_Stealth,Stealth,uncommon,glider,2018-01-20 00:00:00+00:00
CID_037_Athena_Commando_F_WinterCamo,Arctic Assassin,rare,outfit,2018-01-21 00:00:00+00:00
CID_043_Athena_Commando_F_Stealth,Shadow Ops,epic,outfit,2018-01-21 00:00:00+00:00
EID_Flex,Gun Show,uncommon,emote,2018-01-21 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2018-01-21 00:00:00+00:00
CID_026_Athena_Commando_M,Desperado,rare,outfit,2018-01-21 00:00:00+00:00
SkiIcePickaxe,Cliffhanger,rare,pickaxe,2018-01-21 00:00:00+00:00
CID_043_Athena_Commando_F_Stealth,Shadow Ops,epic,outfit,2018-01-22 00:00:00+00:00
Glider_Voyager,Voyager,rare,glider,2018-01-22 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2018-01-22 00:00:00+00:00
CID_020_Athena_Commando_M,Special Forces,rare,outfit,2018-01-22 00:00:00+00:00
EID_Dab,Dab,rare,emote,2018-01-22 00:00:00+00:00
Pickaxe_Flamingo,Pink Flamingo,epic,pickaxe,2018-01-22 00:00:00+00:00
EID_SlowClap,Slow Clap,uncommon,emote,2018-01-23 00:00:00+00:00
Glider_Flames,Hot Rod,uncommon,glider,2018-01-23 00:00:00+00:00
CID_043_Athena_Commando_F_Stealth,Shadow Ops,epic,outfit,2018-01-23 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2018-01-23 00:00:00+00:00
CID_024_Athena_Commando_F,Recon Specialist,rare,outfit,2018-01-23 00:00:00+00:00
SickleBatPickaxe,Batsickle,rare,pickaxe,2018-01-23 00:00:00+00:00
Glider_ID_007_TurtleShell,Half Shell,rare,glider,2018-01-24 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2018-01-24 00:00:00+00:00
CID_044_Athena_Commando_F_SciPop,Brite Bomber,rare,outfit,2018-01-24 00:00:00+00:00
CID_043_Athena_Commando_F_Stealth,Shadow Ops,epic,outfit,2018-01-24 00:00:00+00:00
Glider_ID_009_CandyCoat,Gum Drop,rare,glider,2018-01-24 00:00:00+00:00
Pickaxe_ID_014_WinterCamo,Ice Breaker,uncommon,pickaxe,2018-01-24 00:00:00+00:00
CID_040_Athena_Commando_M_District,Devastator,uncommon,outfit,2018-01-25 00:00:00+00:00
Glider_MiG,Raptor,uncommon,glider,2018-01-25 00:00:00+00:00
CID_034_Athena_Commando_F_Medieval,Red Knight,legendary,outfit,2018-01-25 00:00:00+00:00
CID_041_Athena_Commando_F_District,Dominator,uncommon,outfit,2018-01-25 00:00:00+00:00
Pickaxe_ID_018_Anchor,Bottom Feeder,epic,pickaxe,2018-01-25 00:00:00+00:00
EID_ElectroShuffle,Electro Shuffle,epic,emote,2018-01-25 00:00:00+00:00
CID_036_Athena_Commando_M_WinterCamo,Absolute Zero,rare,outfit,2018-01-25 00:00:00+00:00
EID_SlowClap,Slow Clap,uncommon,emote,2018-01-26 00:00:00+00:00
Pickaxe_ID_021_Megalodon,Tooth Pick,rare,pickaxe,2018-01-26 00:00:00+00:00
CID_037_Athena_Commando_F_WinterCamo,Arctic Assassin,rare,outfit,2018-01-26 00:00:00+00:00
CID_044_Athena_Commando_F_SciPop,Brite Bomber,rare,outfit,2018-01-26 00:00:00+00:00
CID_034_Athena_Commando_F_Medieval,Red Knight,legendary,outfit,2018-01-26 00:00:00+00:00
CID_020_Athena_Commando_M,Special Forces,rare,outfit,2018-01-26 00:00:00+00:00
Glider_Stealth,Stealth,uncommon,glider,2018-01-26 00:00:00+00:00
Pickaxe_ID_018_Anchor,Bottom Feeder,epic,pickaxe,2018-01-26 00:00:00+00:00
SickleBatPickaxe,Batsickle,rare,pickaxe,2018-01-27 00:00:00+00:00
Pickaxe_ID_018_Anchor,Bottom Feeder,epic,pickaxe,2018-01-27 00:00:00+00:00
CID_018_Athena_Commando_M,Recon Scout,rare,outfit,2018-01-27 00:00:00+00:00
CID_015_Athena_Commando_F,Assault Trooper,uncommon,outfit,2018-01-27 00:00:00+00:00
Pickaxe_Flamingo,Pink Flamingo,epic,pickaxe,2018-01-27 00:00:00+00:00
EID_Flex,Gun Show,uncommon,emote,2018-01-27 00:00:00+00:00
Glider_ID_006_WinterCamo,Snow Squall,uncommon,glider,2018-01-27 00:00:00+00:00
CID_034_Athena_Commando_F_Medieval,Red Knight,legendary,outfit,2018-01-27 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2018-01-28 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2018-01-28 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2018-01-28 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2018-01-28 00:00:00+00:00
Pickaxe_ID_022_HolidayGiftWrap,You Shouldn't Have!,uncommon,pickaxe,2018-01-28 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2018-01-28 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2018-01-28 00:00:00+00:00
CID_045_Athena_Commando_M_HolidaySweater,Yuletide Ranger,uncommon,outfit,2018-01-28 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2018-01-29 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2018-01-29 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2018-01-29 00:00:00+00:00
Pickaxe_ID_022_HolidayGiftWrap,You Shouldn't Have!,uncommon,pickaxe,2018-01-29 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2018-01-29 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2018-01-29 00:00:00+00:00
CID_046_Athena_Commando_F_HolidaySweater,Nog Ops,uncommon,outfit,2018-01-29 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2018-01-29 00:00:00+00:00
CID_045_Athena_Commando_M_HolidaySweater,Yuletide Ranger,uncommon,outfit,2018-01-30 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2018-01-30 00:00:00+00:00
Pickaxe_ID_022_HolidayGiftWrap,You Shouldn't Have!,uncommon,pickaxe,2018-01-30 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2018-01-30 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2018-01-30 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2018-01-30 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2018-01-30 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2018-01-30 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2018-01-30 00:00:00+00:00
CID_047_Athena_Commando_F_HolidayReindeer,Red-Nosed Raider,rare,outfit,2018-01-31 00:00:00+00:00
Glider_ID_005_HolidaySweater,Cozy Coaster,rare,glider,2018-01-31 00:00:00+00:00
CID_051_Athena_Commando_M_HolidayElf,Codename E.L.F.,rare,outfit,2018-01-31 00:00:00+00:00
Pickaxe_ID_015_HolidayCandyCane,Candy Axe,epic,pickaxe,2018-01-31 00:00:00+00:00
CID_049_Athena_Commando_M_HolidayGingerbread,Merry Marauder,epic,outfit,2018-01-31 00:00:00+00:00
CID_050_Athena_Commando_M_HolidayNutcracker,Crackshot,legendary,outfit,2018-01-31 00:00:00+00:00
CID_046_Athena_Commando_F_HolidaySweater,Nog Ops,uncommon,outfit,2018-01-31 00:00:00+00:00
CID_048_Athena_Commando_F_HolidayGingerbread,Ginger Gunner,epic,outfit,2018-01-31 00:00:00+00:00
Glider_ID_006_WinterCamo,Snow Squall,uncommon,glider,2018-02-01 00:00:00+00:00
CID_019_Athena_Commando_M,Infiltrator,rare,outfit,2018-02-01 00:00:00+00:00
EID_Fresh,Fresh,epic,emote,2018-02-01 00:00:00+00:00
Pickaxe_ID_016_Disco,Disco Brawl,epic,pickaxe,2018-02-01 00:00:00+00:00
